     Time        Chn     ID          Name                             Event Type    Dir    DLC   Data length   Data                            
 [+] 16.569547   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 73 68 69 66 74 2D 61         
 [+] 16.570079   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 67 67 72 65 73 73 69         
 [+] 16.570623   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 76 69 74 65 69 74 20         
 [+] 16.571175   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 52 56 00 50 50 50 43         
 [+] 16.571732   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 31 00 50 43 32 00 50         
 [+] 16.572272   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 4D 61 78 2E 20 73 6E         
 [+] 16.572812   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 65 6C 68 65 69 64 00         
 [+] 16.573368   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 50 50 4C 61 61 67 00         
 [+] 16.573913   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 50 50 50 48 6F 6F 67         
 [+] 16.574461   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 00 50 50 50 47 65 77         
 [+] 16.574997   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 65 6E 73 74 65 20 73         
 [+] 16.575533   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 6E 65 6C 68 65 69 64         
 [+] 16.576082   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 00 50 50 56 65 72 73         
 [+] 16.576618   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 6E 65 6C 6C 69 6E 67         
 [+] 16.577158   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 00 52 65 73 74 65 72         
 [+] 16.577694   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 65 6E 64 65 20 74 69         
 [+] 16.578243   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 6A 64 00 52 65 73 65         
 [+] 16.578791   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 74 74 65 6E 00 50 50         
 [+] 16.579331   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 50 56 65 72 74 72 61         
 [+] 16.579867   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 67 69 6E 67 20 72 65         
 [+] 16.580400   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 67 65 6E 65 72 61 74         
 [+] 16.580944   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 69 65 20 6D 6F 74 6F         
 [+] 16.581480   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 72 66 69 6C 74 65 72         
 [+] 16.582024   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 00 50 41 61 6E 76 61         
 [+] 16.582565   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 6E 67 20 6D 6F 74 6F         
 [+] 16.583097   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 72 72 65 67 65 6E 65         
 [+] 16.583645   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 72 61 74 69 65 20 00         
 [+] 16.584189   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 50 54 6F 74 61 61         
 [+] 16.584730   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 6C 20 61 61 6E 74 61         
 [+] 16.585270   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 6C 20 75 72 65 6E 00         
 [+] 16.585818   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 50 44 72 75 6B 20 6F         
 [+] 16.586370   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 70 20 4F 4B 00 50 41         
 [+] 16.586911   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 6E 6E 75 6C 65 72 65         
 [+] 16.587463   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 6E 00 50 50 4F 4B 00         
 [+] 16.588003   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 50 45 63 6F 00 47 65         
 [+] 16.588535   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 6D 69 64 64 65 6C 64         
 [+] 16.589084   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 50 50 56 6F 65 64         
 [+] 16.589624   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 69 6E 67 00 4C 61 61         
 [+] 16.590184   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 67 00 50 50 50 48 6F         
 [+] 16.590740   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 6F 67 00 50 50 50 54         
 [+] 16.591281   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 31 00 50 6C 2F 31 30         
 [+] 16.591829   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 30 20 6B 6D 00 50 50         
 [+] 16.592385   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 50 54 32 00 50 54 33         
 [+] 16.592937   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 00 50 54 34 00 50 53         
 [+] 16.593478   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 52 43 31 34 20 73 6F         
 [+] 16.594018   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 66 74 20 76 65 72 20         
 [+] 16.594574   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 3A 00 50 50 50 4C 69         
 [+] 16.595114   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 62 20 4E 45 4F 20 73         
 [+] 16.595651   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 6F 66 74 20 76 65 72         
 [+] 16.596203   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 20 3A 00 50 49 2F 4F         
 [+] 16.596755   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 20 65 78 74 2E 20 73         
 [+] 16.597291   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 6F 66 74 20 76 65 72         
 [+] 16.597840   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 20 3A 00 53 68 69 66         
 [+] 16.598376   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 74 6C 65 76 65 72 20         
 [+] 16.598912   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 73 6F 66 74 20 76 65         
 [+] 16.599472   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 72 20 3A 00 50 50 4A         
 [+] 16.600005   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 6F 79 73 74 69 63 6B         
 [+] 16.600545   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 20 73 6F 66 74 20 76         
 [+] 16.601097   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 65 72 20 3A 00 41 72         
 [+] 16.601633   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 6D 72 65 73 74 20 73         
 [+] 16.602178   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 6F 66 74 20 76 65 72         
 [+] 16.602726   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 20 3A 00 50 43 6C 75         
 [+] 16.603262   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 73 74 65 72 20 73 6F         
 [+] 16.603802   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 66 74 20 76 65 72 20         
 [+] 16.604363   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 3A 00 50 6C 00 50 50         
 [+] 16.604903   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 41 75 74 6F 31 31 20         
 [+] 16.605439   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 73 6F 66 74 20 76 65         
 [+] 16.605991   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 72 3A 00 50 50 50 52         
 [+] 16.606532   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 48 53 20 50 61 6E 65         
 [+] 16.607076   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 6C 20 73 6F 66 74 20         
 [+] 16.607624   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 76 65 72 20 3A 00 50         
 [+] 16.608168   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 50 50 43 61 62 20 73         
 [+] 16.608713   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 75 73 70 2E 20 73 6F         
 [+] 16.609257   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 66 74 20 76 65 72 20         
 [+] 16.609809   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 3A 00 50 50 50 46 72         
 [+] 16.610345   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 6F 6E 74 20 6C 6F 61         
 [+] 16.610890   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 64 20 73 6F 66 74 20         
 [+] 16.611438   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 76 65 72 20 3A 00 50         
 [+] 16.611982   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 50 48 56 41 43 20 73         
 [+] 16.612518   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 6F 66 74 20 76 65 72         
 [+] 16.613071   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 20 3A 00 4F 00 50 50         
 [+] 16.613623   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 58 00 50 50 47 65 72         
 [+] 16.614175   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 65 65 64 00 50 4F 4E         
 [+] 16.614727   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 00 50 4F 46 46 00 00         
 [+] 16.615280   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 50 50 50 74 70 6D 00         
 [+] 16.615840   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 46 00 50 50 52 00 50         
 [+] 16.616380   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 50 44 61 67 00 4E 61         
 [+] 16.616932   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 63 68 74 00 50 50 41         
 [+] 16.617485   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 75 74 6F 00 50 50 50         
 [+] 16.618025   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 48 65 66 66 65 6E 20         
 [+] 16.618565   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 2F 20 6E 65 65 72 6C         
 [+] 16.619113   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 61 74 65 6E 00 50 4F         
 [+] 16.619654   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 6D 68 6F 6F 67 2F 6F         
 [+] 16.620198   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 6D 6C 61 61 67 20 6B         
 [+] 16.620734   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 61 6E 74 65 6C 65 6E         
 [+] 16.621282   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 00 50 33 20 6C 69 76         
 [+] 16.621823   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 65 00 50 4B 61 6C 69         
 [+] 16.622359   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 62 72 61 74 69 65 20         
